SchoolName,SizeSetting,Control,F20Enrollment
Institute of Clinical Acupuncture & Oriental Med,Exclusively graduate/professional,Private for-profit,54
Pope St John XXIII National Seminary,Exclusively graduate/professional,Private not-for-profit,54
Saint Vincent Seminary,Exclusively graduate/professional,Private not-for-profit,54
Advance Science International College,"Two-year, very small",Private for-profit,53
Inter-American Defense College,Exclusively graduate/professional,Public,53
Triangle Tech Inc-Sunbury,"Two-year, very small",Private for-profit,53
American Medical Sciences Center,"Two-year, very small",Private for-profit,52
City College-Miami,"Four-year, very small, primarily nonresidential",Private not-for-profit,52
Interactive College of Technology-Gainesville,"Two-year, very small",Private for-profit,52
New Hope Christian College-Eugene,"Four-year, very small, highly residential",Private not-for-profit,52
Texas County Technical College,"Two-year, very small",Private not-for-profit,52
Yeshiva Yesodei Hatorah,"Four-year, very small, highly residential",Private not-for-profit,52
Bergin University of Canine Studies,"Four-year, very small, primarily nonresidential",Private not-for-profit,51
California Indian Nations College,"Two-year, very small",Private not-for-profit,51
Southwest Acupuncture College-Boulder,Exclusively graduate/professional,Private for-profit,51
Beth Medrash of Asbury Park,"Four-year, very small, highly residential",Private not-for-profit,50
Pima Medical Institute-Dillon,"Two-year, very small",Private for-profit,50
DeVry University-Missouri,"Four-year, very small, primarily nonresidential",Private for-profit,49
Shiloh University,Exclusively graduate/professional,Private not-for-profit,49
Baton Rouge School of Computers,"Two-year, very small",Private for-profit,48
Southwest Collegiate Institute for the Deaf,"Two-year, very small",Public,48
The Landing School,"Two-year, very small",Private not-for-profit,48
The North Coast College,"Four-year, very small, primarily nonresidential",Private for-profit,48
Yeshivah Gedolah Rabbinical College,"Four-year, very small, highly residential",Private not-for-profit,48
Byzantine Catholic Seminary of Saints Cyril and Methodius,Exclusively graduate/professional,Private not-for-profit,47
Elyon College,"Two-year, very small",Private not-for-profit,47
Pacific Bible College,"Two-year, very small",Private not-for-profit,47
Ponce Health Sciences University-St Louis,Exclusively graduate/professional,Private for-profit,47
Apex College of Veterinary Technology,"Two-year, very small",Private for-profit,46
Colgate Rochester Crozer Divinity School,Exclusively graduate/professional,Private not-for-profit,46
College of Business and Technology-Cutler Bay,"Two-year, very small",Private for-profit,46
Assumption College for Sisters,"Two-year, very small",Private not-for-profit,45
Interactive College of Technology,"Two-year, very small",Private for-profit,45
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,"Two-year, very small",Private not-for-profit,45
Torah Temimah Talmudical Seminary,"Four-year, very small, primarily nonresidential",Private not-for-profit,45
Trinity College of Puerto Rico,"Two-year, very small",Private not-for-profit,45
Wongu University of Oriental Medicine,Exclusively graduate/professional,Private not-for-profit,45
American Academy of Acupuncture and Oriental Medicine,Exclusively graduate/professional,Private for-profit,43
Haven University,"Four-year, very small, primarily nonresidential",Private not-for-profit,43
Heritage Bible College,"Four-year, very small, primarily nonresidential",Private not-for-profit,43
Reconstructionist Rabbinical College,Exclusively graduate/professional,Private not-for-profit,43
Toyota Technological Institute at Chicago,Exclusively graduate/professional,Private not-for-profit,43
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,"Four-year, very small, highly residential",Private not-for-profit,43
Berkeley School of Theology,Exclusively graduate/professional,Private not-for-profit,42
CenterPoint Massage & Shiatsu Therapy School & Clinic,"Two-year, very small",Private for-profit,42
Christ Mission College,"Four-year, very small, primarily residential",Private not-for-profit,42
Conception Seminary College,"Four-year, very small, highly residential",Private not-for-profit,42
Dragon Rises College of Oriental Medicine,Exclusively graduate/professional,Private not-for-profit,42
Horizon University,"Four-year, very small, primarily nonresidential",Private not-for-profit,42
Yeshivath Beth Moshe,"Four-year, very small, highly residential",Private not-for-profit,42
Bais Medrash Mayan Hatorah,"Four-year, very small, highly residential",Private not-for-profit,41
DeVry University-Nevada,"Four-year, very small, primarily nonresidential",Private for-profit,41
DeVry University-North Carolina,"Four-year, very small, primarily nonresidential",Private for-profit,41
Future Generations University,Exclusively graduate/professional,Private not-for-profit,41
SABER College,"Two-year, very small",Private not-for-profit,41
San Francisco Art Institute,"Four-year, very small, primarily nonresidential",Private not-for-profit,41
Shasta Bible College and Graduate School,"Four-year, very small, primarily nonresidential",Private not-for-profit,41
Wave Leadership College,"Two-year, very small",Private not-for-profit,41
Alaska Bible College,"Four-year, very small, primarily residential",Private not-for-profit,40
Indian Bible College,"Two-year, very small",Private not-for-profit,40
National American University-Kings Bay,"Four-year, very small, primarily nonresidential",Private for-profit,40
Rabbinical College Beth Shraga,"Two-year, very small",Private not-for-profit,40
San Francisco Film School,"Two-year, very small",Private for-profit,40
Bryan University,"Two-year, very small",Private for-profit,38
Los Angeles Pacific College,"Two-year, very small",Private for-profit,38
Yeshiva Ohr Naftoli,"Four-year, very small, highly residential",Private not-for-profit,37
Yeshiva Ohr Yisrael,"Four-year, very small, highly residential",Private not-for-profit,36
Ascent College,"Four-year, very small, primarily nonresidential",Private not-for-profit,35
California Jazz Conservatory,"Four-year, very small, primarily nonresidential",Private not-for-profit,35
Virginia Beach Theological Seminary,Exclusively graduate/professional,Private not-for-profit,35
WellSpring School of Allied Health-Lawrence,"Two-year, very small",Private for-profit,35
Summit Christian College,"Four-year, very small, primarily residential",Private not-for-profit,34
Yeshiva Gedolah Zichron Leyma,"Four-year, very small, highly residential",Private not-for-profit,34
Messenger College,"Four-year, very small, highly residential",Private not-for-profit,33
Northwestern Polytechnic University,"Four-year, very small, highly residential",Private not-for-profit,33
Southwest Acupuncture College-Santa Fe,Exclusively graduate/professional,Private for-profit,33
University of Pittsburgh-Titusville,"Two-year, very small",Public,33
Yeshiva of Ocean,"Four-year, very small, highly residential",Private not-for-profit,33
Glasgow Caledonian New York College,Exclusively graduate/professional,Private not-for-profit,32
Seattle Institute of East Asian Medicine,Exclusively graduate/professional,Private not-for-profit,31
Yeshiva College of the Nations Capital,"Four-year, very small, highly residential",Private not-for-profit,31
American Conservatory Theater,Exclusively graduate/professional,Private not-for-profit,30
Maine Media College,Exclusively graduate/professional,Private not-for-profit,30
Schiller International University,"Four-year, very small, primarily nonresidential",Private for-profit,30
Talmudic College of Florida,"Four-year, very small, highly residential",Private not-for-profit,30
Wright Graduate University for the Realization of Human Potential,Exclusively graduate/professional,Private not-for-profit,30
Key College,"Four-year, very small, primarily nonresidential",Private for-profit,29
Universal College of Healing Arts,"Two-year, very small",Private for-profit,29
Institute of Taoist Education and Acupuncture,Exclusively graduate/professional,Private not-for-profit,28
Yeshiva Zichron Aryeh,"Four-year, very small, highly residential",Private not-for-profit,28
Northwest School of Wooden Boat Building,"Two-year, very small",Private not-for-profit,27
Young Americans College of the Performing Arts,"Two-year, very small",Private not-for-profit,27
DeVry University-Tennessee,"Four-year, very small, primarily nonresidential",Private for-profit,26
Pacific States University,"Four-year, very small, primarily nonresidential",Private not-for-profit,26
Sanford Burnham Prebys Medical Discovery Institute,Exclusively graduate/professional,Private not-for-profit,26
The Creative Center,"Four-year, very small, primarily nonresidential",Private for-profit,24
Yeshiva Bais Aharon,"Four-year, very small, highly residential",Private not-for-profit,24
Central Yeshiva Beth Joseph,"Four-year, very small, primarily nonresidential",Private not-for-profit,23
Elmira Business Institute,"Two-year, very small",Private for-profit,23
Interactive College of Technology,"Two-year, very small",Private for-profit,23
